row_id,Time,Pass_Fail,Pass_Fail_Label,dataset_split,model_used,fail_probability,prediction_threshold,predicted_class,model_prediction,feature_059,feature_247,feature_487,feature_112,feature_385,feature_425,feature_486,feature_028,feature_019,feature_021,feature_040,feature_480,feature_160,feature_017,feature_510,feature_519,feature_152,feature_563,feature_130,feature_460,feature_202,feature_430,feature_123,feature_469,feature_468,feature_290,feature_280,feature_167,feature_225,feature_344
1096,2008-09-26 03:12:00,0,Pass,train,RandomForest_SMOTE,0.09963060623029342,0.5,0,Pass,-3.2155,,137.2722,,,3.9116,218.7538,71.9333,12.4431,-5360.5,78.79,80.9426,563.0,0.9762,20.7885,,0.3854,0.7548,0.809,29.3669,4.731,15.4277,15.85,5.3855,147.4131,0.0632,0.0112,1.5,508.1997,25.64
1097,2008-09-26 03:29:00,0,Pass,test,RandomForest_SMOTE,0.21253256887890098,0.5,0,Pass,2.0282,,98.7755,,,2.7879,0.0,66.8222,12.2981,-5539.75,79.86,87.9023,2113.0,0.9796,31.1688,,0.2695,0.5813,0.7932,37.9457,6.415,13.0511,15.86,5.5583,225.818,1.2881,0.0138,1.4,1237.5,24.3292
1098,2008-09-26 04:14:00,0,Pass,test,RandomForest_SMOTE,0.10678167868210868,0.5,0,Pass,-3.6155,0.0,0.0,0.4583,0.0,4.4628,632.9787,67.7778,12.6122,-5303.5,8.779,20.0409,260.0,0.9768,63.3557,0.0,0.4161,0.5671,0.825,21.8847,7.112,5.0344,15.86,4.5383,156.8268,0.0618,0.0208,0.9,611.7002,6.386
1099,2008-09-26 05:32:00,0,Pass,test,RandomForest_SMOTE,0.15934860505121237,0.5,0,Pass,-4.1018,,0.0,,,3.6198,276.7786,75.0,12.5167,-5712.75,80.46,71.9029,676.0,0.9712,53.12,,0.3445,0.5671,0.7932,21.2741,6.049,7.562,15.86,5.8866,134.0869,0.1166,0.0193,1.5,1500.7002,28.3665
1100,2008-09-26 11:08:00,0,Pass,train,RandomForest_SMOTE,0.08324018549640541,0.5,0,Pass,0.1982,,0.0,,,4.3551,248.9805,72.7778,12.5833,-5289.0,12.94,24.6374,447.0,0.9804,33.6207,,0.4269,0.5671,0.8037,18.7968,12.380999999999998,21.8567,15.89,4.7585,0.0,0.0558,0.0106,1.9,1812.6001,7.4601
1101,2008-09-26 13:36:00,0,Pass,train,RandomForest_SMOTE,0.13553492417766647,0.5,0,Pass,-5.9682,0.0146,0.0,0.4643,0.0048,4.905,225.3993,73.8333,12.58,-5598.75,80.33,66.3668,335.0,0.9815,21.4286,3.1512,0.481,0.6294,0.8224,21.5722,11.649,10.3952,15.81,5.5032,137.2277,0.0544,0.0196,0.6,924.8994,32.0003
1102,2008-09-26 13:45:00,0,Pass,train,RandomForest_SMOTE,0.21898701765117168,0.5,0,Pass,-1.4409,0.0518,157.377,0.4653,0.019,5.1208,0.0,70.8222,12.4473,-5523.25,79.9,41.5698,749.0,0.978,44.3051,11.1269,0.4913,0.9513,0.8318,10.306,10.812,23.5912,15.8,3.5602,589.9054,0.093,0.0168,1.5,987.0,15.8794
1103,2008-09-26 14:20:00,0,Pass,test,RandomForest_SMOTE,0.24621941652082308,0.5,0,Pass,-2.6709,0.0247,410.0671,0.4596,0.0076,3.7531,396.4304,71.9667,12.602,-5366.75,79.27,53.598,597.0,0.9735,45.3258,5.3643,0.3631,0.5253,0.8318,21.8189,8.154,15.6706,15.8,4.6773,218.2777,0.0852,0.0145,1.1,1243.6006,18.9468
1104,2008-09-26 14:51:00,0,Pass,train,RandomForest_SMOTE,0.16905969952930666,0.5,0,Pass,0.0327,0.0159,63.5556,0.456,0.0046,4.3539,490.0494,69.7889,12.5743,-5760.0,77.44,43.3985,1025.0,0.9799,32.2981,3.4785,0.421,0.5494,0.7932,24.5358,10.94,18.8021,15.86,5.7357,0.0,0.055,0.0095,2.5,1193.6006,14.9108
1105,2008-09-26 15:06:00,0,Pass,train,RandomForest_SMOTE,0.1450928122738273,0.5,0,Pass,1.7018,0.0233,888.6598,0.4588,0.0071,4.2835,0.0,68.8444,12.5273,-5078.75,80.95,98.6903,228.0,0.9715,82.2346,5.079,0.4147,1.0799,0.7644,41.1932,15.908,12.8181,15.71,6.7647,0.0,0.0483,0.0144,0.9,1175.3008,22.5622
1106,2008-09-26 15:36:00,0,Pass,test,RandomForest_SMOTE,0.1878863377188731,0.5,0,Pass,-3.3455,,168.0705,,,4.2602,363.2,73.5778,12.602,-5345.75,80.27,69.5519,498.0,0.9729,64.5503,,0.4085,0.5671,0.8238,25.0471,16.395,16.0127,15.75,5.6057,361.087,0.0852,0.0236,1.8,768.0,22.261
1107,2008-09-26 15:49:00,0,Pass,train,RandomForest_SMOTE,0.1275245303811348,0.5,0,Pass,-2.4373,,181.9686,,,4.1646,455.6913,67.5111,12.5951,-5515.0,78.42,59.3323,321.0,0.9812,30.205,,0.4139,0.5901,0.7696,26.7178,15.845999999999998,19.5648,15.89,4.925,512.0477,0.0632,0.0154,2.0,1290.7002,25.0788
1108,2008-09-26 16:31:00,0,Pass,train,RandomForest_SMOTE,0.14203021729561136,0.5,0,Pass,-6.0455,,761.5764,,,3.1195,313.2867,67.9444,12.58,-5647.5,78.86,44.8284,312.0,0.9782,30.1733,,0.3044,0.5671,0.8224,14.108,7.997999999999999,7.7556,15.81,5.4775,74.2707,0.0544,0.0161,0.8,458.0,18.5164
1109,2008-09-26 17:59:00,0,Pass,train,RandomForest_SMOTE,0.20445986189825552,0.5,0,Pass,-3.2255,,151.4921,,,4.2081,769.2461,68.5667,12.5861,-5283.0,78.86,29.6038,532.0,0.9795,50.9417,,0.4026,0.5333,0.7932,25.4027,10.42,6.0761,15.86,3.8759,283.6809,0.0578,0.0204,1.4,861.4004,21.0243
1110,2008-09-26 18:54:00,0,Pass,train,RandomForest_SMOTE,0.1198265063056206,0.5,0,Pass,-9.1,0.0136,912.6667,0.4615,0.0043,3.037,0.0,71.9444,12.6106,-5463.75,78.95,66.9585,676.0,0.977,66.2857,2.9501,0.2878,0.8875,0.8014,36.2937,10.761,9.4807,15.88,5.6684,81.4286,0.0589,0.0164,1.9,581.1992,24.5402
1111,2008-09-26 19:38:00,0,Pass,train,RandomForest_SMOTE,0.12486016232492839,0.5,0,Pass,2.2727,0.03,0.0,0.4642,0.0084,2.8465,0.0,73.5778,12.6122,-5569.5,82.21,17.6782,177.0,0.9777,31.3498,6.4633,0.2769999999999999,0.915,0.8525,36.2133,14.095999999999998,11.15,15.79,6.0166,466.84,0.0618,0.0151,1.6,910.5,5.6621
1112,2008-09-26 19:45:00,0,Pass,train,RandomForest_SMOTE,0.11913068502939853,0.5,0,Pass,-0.9536,,277.9817,,,5.809,735.1351,76.7556,12.5259,-5390.0,10.24,73.7668,355.0,0.9759,37.4269,,0.557,0.8977,0.809,15.6077,17.815,11.8738,15.85,8.4756,0.0,0.0532,0.0172,1.0,604.9004,22.213
1113,2008-09-26 19:55:00,0,Pass,train,RandomForest_SMOTE,0.16121368072139453,0.5,0,Pass,-2.5027,0.0269,126.8617,0.4644,0.0075,4.3351,207.4229,71.4667,12.5412,-5160.5,80.04,53.9996,151.0,0.9747,30.3935,5.7857,0.4216,0.5671,0.7696,27.5354,7.803999999999999,8.1775,15.89,4.6511,311.2604,0.0731,0.0155,1.2,933.7002,20.3424
1114,2008-09-26 20:23:00,0,Pass,train,RandomForest_SMOTE,0.13132860789693673,0.5,0,Pass,-3.8791,,377.2926,,,4.5067,0.0,72.3556,12.5141,-5654.75,78.95,43.0133,459.0,0.9754,41.3793,,0.4101,0.5806,0.8014,11.3154,13.201,22.848000000000003,15.88,6.689,259.3391,0.06,0.0264,2.1,1321.8999,23.8642
1115,2008-09-26 20:31:00,0,Pass,train,RandomForest_SMOTE,0.15946553399019225,0.5,0,Pass,-6.6409,,134.05700000000002,,,4.8014,224.4546,71.5222,12.5651,-5455.25,13.97,10.2807,666.0,0.9795,22.4168,,0.4563,0.5671,0.809,32.3429,5.289,13.5832,15.85,5.7071,69.7194,0.0543,0.0182,1.2,756.2002,4.2848
1116,2008-09-27 00:16:00,0,Pass,test,RandomForest_SMOTE,0.17736232119700276,0.5,0,Pass,-5.6945,,247.2398,,,3.6351,171.9008,72.1222,12.5861,-5471.75,75.34,47.3548,140.0,0.9753,23.8683,,0.3594,0.5671,0.8568,25.2731,14.112,15.6988,15.79,5.2944,215.1181,0.0578,0.0107,1.5,1241.8003,14.6937
1117,2008-09-27 00:17:00,0,Pass,train,RandomForest_SMOTE,0.08967313507287841,0.5,0,Pass,1.5927,,45.471,,,3.7793,0.0,64.9778,12.5484,-6438.0,79.05,61.5191,201.0,0.9741,95.3413,,0.3624,0.6128,0.7932,29.4109,6.522,4.8773,15.86,5.5659,310.7877,0.0599,0.0111,1.2,168.7998,20.3402
1118,2008-09-27 01:29:00,0,Pass,train,RandomForest_SMOTE,0.1921974362850325,0.5,0,Pass,-2.5345,,847.1513,,,4.6924,208.8027,69.5111,12.5786,-5573.0,80.26,46.8903,520.0,0.9814,47.7495,,0.4485,0.5717,0.8405,24.2244,9.681,16.3646,15.83,6.289,364.9575,0.074,0.0163,1.5,703.0996,15.9899
1119,2008-09-27 03:53:00,0,Pass,train,RandomForest_SMOTE,0.07536335217828176,0.5,0,Pass,-0.5955,,105.1926,,,3.9959,447.7261,68.2,12.5167,-5168.0,8.517999999999999,74.4966,205.0,0.9699,37.0766,,0.3679,0.5671,0.8036,20.2996,12.17,7.9721,15.71,5.9996,0.0,0.1166,0.0163,1.4,594.2002,21.4053
1120,2008-09-27 10:10:00,0,Pass,train,RandomForest_SMOTE,0.10428755058870437,0.5,0,Pass,-4.7818,0.0267,562.1239,0.4617,0.0065,5.3958,411.7381,72.4889,12.5833,-5729.5,80.46,11.1797,396.0,0.9791,44.0529,5.7892,0.5469,0.5671,0.825,24.9168,6.397,2.6355,15.86,5.6526,92.4335,0.0558,0.0155,2.0,1059.0,3.9231
1121,2008-09-27 10:13:00,0,Pass,train,RandomForest_SMOTE,0.10430724959794292,0.5,0,Pass,1.63,0.0,134.2246,0.0,0.0,2.71,0.0,77.0889,12.4845,-5690.25,81.77,17.8441,458.0,0.9706,27.2228,0.0,0.2661,0.5671,0.8454,60.9034,10.916,17.8903,15.9,5.5191,775.4601,0.1405,0.0191,1.0,866.9004,6.4239
1122,2008-09-27 11:04:00,0,Pass,test,RandomForest_SMOTE,0.20414511981717817,0.5,0,Pass,-0.4109,,713.0024,,,7.6368,585.8147,67.0889,12.5167,-5382.5,8.779,21.225,205.0,0.9736,44.2831,,0.7415,0.6125,0.8238,25.0963,9.544,7.3572,15.75,5.0754,0.0,0.1166,0.0208,1.2,652.2002,5.2604
1123,2008-09-27 11:45:00,0,Pass,test,RandomForest_SMOTE,0.15683432059622282,0.5,0,Pass,-2.9573,,269.3878,,,4.3827,0.0,71.6,12.5488,-5349.75,77.83,96.4815,4099.0,0.9753,26.3104,,0.1959,0.624,0.7859,34.7506,6.763999999999999,5.6451,15.67,4.1206,157.5781,0.0523,0.0132,16.3,827.0,48.2774
1124,2008-09-27 11:54:00,0,Pass,train,RandomForest_SMOTE,0.19128786963148744,0.5,0,Pass,-0.2136,,241.0596,,,5.6179,0.0,75.9556,12.5169,-5077.5,12.94,14.8739,210.0,0.9706,221.6216,,0.5660000000000001,0.6558,0.7651,11.0988,8.802,21.1915,15.79,4.8007,0.0,0.0514,0.0229,1.4,2176.4004,4.7699
1125,2008-09-27 12:26:00,0,Pass,train,RandomForest_SMOTE,0.09346683036217104,0.5,0,Pass,-1.6045,,96.6038,,,4.5847,771.6872,73.6222,12.5786,-5768.0,12.94,100.6866,323.0,0.9772,35.604,,0.4339,0.5566,0.809,16.4619,14.968,15.43,15.85,5.6647,642.5496,0.074,0.013,1.3,665.2002,25.1535
1126,2008-09-27 12:28:00,0,Pass,train,RandomForest_SMOTE,0.10306913015013457,0.5,0,Pass,-0.0236,,87.8768,,,4.1341,304.4595,69.3778,12.5661,-5132.0,8.779,52.1845,502.0,0.9795,27.1055,,0.4001,0.5725,0.7932,45.0912,10.57,15.9002,15.86,3.7988,0.0,0.0558,0.0151,1.2,1186.1006,17.8086
1127,2008-09-27 12:36:00,0,Pass,train,RandomForest_SMOTE,0.13330586107744483,0.5,0,Pass,-0.0882,,145.9173,,,4.5166,205.3047,73.9667,12.4951,-5494.25,,26.6617,156.0,0.9724,18.6047,,0.4257,0.6318,0.8238,15.8092,12.577,14.3059,15.75,5.2655,0.0,0.125,0.0196,2.4,1006.5996,19.9009
1128,2008-09-27 13:14:00,0,Pass,train,RandomForest_SMOTE,0.06948242116250715,0.5,0,Pass,-0.5973,0.0156,103.5579,0.4661,0.0048,4.835,279.564,72.9556,12.4912,-5399.25,79.9,70.2747,476.0,0.9756,25.2492,3.3442,0.4659,0.6313,0.8036,19.7112,6.739,20.3917,15.71,4.0293,679.7565,0.0913,0.0399,1.9,771.7998,24.3333
1129,2008-09-27 13:19:00,0,Pass,test,RandomForest_SMOTE,0.2249727760651687,0.5,0,Pass,-0.4682,,765.8333,,,2.9635,217.6375,67.6889,12.6037,-5741.75,80.84,42.2354,700.0,0.981,36.6667,,0.2877,0.9074,0.8037,32.1475,15.573,10.6239,15.89,5.8701,0.0,0.0827,0.0172,1.3,763.8994,13.091
1130,2008-09-27 14:01:00,0,Pass,train,RandomForest_SMOTE,0.10598096424025288,0.5,0,Pass,-4.7991,,172.1905,,,3.9904,0.0,71.4444,12.4124,-5293.5,81.74,70.6937,423.0,0.9649,38.7097,,0.3814,0.5671,0.8568,34.4884,9.375,4.7794,15.79,3.8483,150.6535,0.1198,0.0175,1.5,975.4004,22.7168
1131,2008-09-27 14:05:00,0,Pass,train,RandomForest_SMOTE,0.22120070046434628,0.5,0,Pass,-0.0073,,190.2205,,,3.9313,921.807,76.9,12.4992,-5607.75,82.3,80.4717,598.0,0.974,51.9016,,0.3848,0.5671,0.8454,13.5783,29.35,12.8929,15.9,4.4069,0.0,0.0922,0.0169,1.4,2466.2002,40.7804
1132,2008-09-27 14:46:00,0,Pass,train,RandomForest_SMOTE,0.31179939101754756,0.5,0,Pass,-2.5436,0.0302,141.1765,0.4648,0.0069,5.5145,977.1812,67.5667,12.5129,-5305.75,80.84,66.2613,160.0,0.9728,45.8015,6.4961,0.5558,0.8584,0.7651,29.7269,11.394,16.6235,15.79,5.6793,318.4417,0.1185,0.0174,1.9,1315.0,26.3783
1133,2008-09-27 15:09:00,0,Pass,train,RandomForest_SMOTE,0.12536109902479223,0.5,0,Pass,3.9982,0.0216,259.3103,0.4596,0.0056,3.2248,0.0,69.8556,12.5027,-5615.0,80.95,54.1732,521.0,0.9783,59.0799,4.6936,0.3072,0.5671,0.8454,26.8931,15.925,9.0472,15.9,4.5879,349.4088,0.0423,0.0184,1.2,1637.5,28.8835
1134,2008-09-27 15:30:00,0,Pass,test,RandomForest_SMOTE,0.2841339038301602,0.5,0,Pass,-0.5745,,460.1367,,,5.2295,988.834,67.0556,12.4059,-5258.5,80.2,73.456,259.0,0.9777,45.3998,,0.5161,0.5762,0.8224,19.1373,10.745,15.1944,15.81,5.375,0.0,0.0497,0.0186,0.5,1200.8008,23.0635
1135,2008-09-27 16:13:00,0,Pass,train,RandomForest_SMOTE,0.11883062737851095,0.5,0,Pass,-9.4318,,0.0,,,4.0804,202.8708,71.1889,12.4002,-5315.75,78.79,61.1017,428.0,0.975,37.149,,0.4059,0.6913,0.8318,17.7222,5.239,10.6288,15.8,4.4437,46.7566,0.0558,0.0157,1.2,945.0005,22.95
1136,2008-09-27 17:26:00,0,Pass,train,RandomForest_SMOTE,0.11523140708380691,0.5,0,Pass,1.47,0.0138,298.4816,0.4586,0.0038,5.5509,0.0,67.4778,12.5949,-5227.5,80.67,15.3667,711.0,0.9781,33.3333,3.0089,0.5644,0.5671,0.7651,17.6919,11.133,14.7489,15.79,5.3528,504.7619,0.0505,0.0241,0.8,2223.7998,5.1064
1137,2008-09-27 18:14:00,0,Pass,test,RandomForest_SMOTE,0.2461643023161429,0.5,0,Pass,3.1645,,0.0,,,2.9091,299.7192,74.5333,12.6106,-5161.5,12.94,19.7875,362.0,0.9769,53.3333,,0.276,0.7989,0.8525,27.2289,19.1,20.0329,15.79,4.8391,426.6016,0.0589,0.0176,2.0,1591.5996,6.5997
1138,2008-09-27 19:16:00,0,Pass,test,RandomForest_SMOTE,0.24426783838956984,0.5,0,Pass,-0.8173,,158.9418,,,7.2641,302.8037,72.0222,12.56,-5469.75,79.9,68.4117,80.0,0.9826,50.7937,,0.6415,0.708,0.825,31.0194,9.836,14.3699,15.86,4.2035,720.6897,0.0547,0.0141,0.9,235.3994,16.8318
1139,2008-09-27 20:46:00,0,Pass,train,RandomForest_SMOTE,0.17881236672735326,0.5,0,Pass,4.1655,,80.2579,,,3.5155,0.0,74.4444,12.5376,-5657.5,80.31,47.6748,946.0,0.9797,39.96,,0.3462,0.5671,0.809,25.552,18.18,13.5572,15.85,7.528,187.0144,0.0581,0.0158,1.5,1451.7002,20.0522
1140,2008-09-27 21:45:00,0,Pass,train,RandomForest_SMOTE,0.16796007790279083,0.5,0,Pass,-4.15,,480.7477,,,5.2254,835.7181,69.3667,12.5688,-6576.0,76.97,54.6192,618.0,0.978,51.6129,,0.5076,0.7499,0.7696,26.5712,4.652,4.486000000000001,15.89,4.7236,122.6506,0.0652,0.0181,0.8,949.1006,23.8415
1141,2008-09-28 00:51:00,0,Pass,train,RandomForest_SMOTE,0.27023669350772417,0.5,0,Pass,3.2173,,660.2532,,,4.2021,936.9193,72.1889,12.4002,-5461.75,76.87,73.6435,364.0,0.9669,44.3149,,0.4034,0.5833,0.8568,35.1704,11.852,10.8207,15.79,4.8134,322.0119,0.0558,0.0182,2.2,652.9004,24.9449
1142,2008-09-28 01:22:00,0,Pass,test,RandomForest_SMOTE,0.20098564830299984,0.5,0,Pass,-2.9355,0.0203,258.7286,0.4698,0.0053,4.1772,0.0,67.3,12.5951,-5357.5,78.42,54.8276,288.0,0.9753,38.6473,4.3147,0.4181,0.591,0.8336,32.2945,6.354,13.1965,15.88,6.0269,125.0232,0.0632,0.0166,1.2,1686.5996,18.5504
1143,2008-09-28 03:55:00,0,Pass,train,RandomForest_SMOTE,0.0800557775318106,0.5,0,Pass,-4.4927,0.0162,349.6612,0.4582,0.005,3.0672,261.7757,67.2222,12.498,-5508.5,79.04,41.7479,175.0,0.9677,34.0852,3.5462,0.2898,0.5671,0.8014,22.1105,9.963,4.6837,15.88,5.4558,150.4654,0.08,0.0146,1.2,686.7998,16.8192
1144,2008-09-28 04:45:00,1,Fail,train,RandomForest_SMOTE,0.6475529507324665,0.5,1,Fail,-5.3318,,144.4295,,,5.3932,643.2211,75.9444,12.5273,-5332.5,12.94,76.9961,730.0,0.9715,53.5059,,0.5429999999999999,0.9169,0.7651,25.351,14.415,13.5021,15.79,6.6142,271.202,0.0483,0.0234,1.4,3601.2998,22.6839
1145,2008-09-28 05:31:00,0,Pass,train,RandomForest_SMOTE,0.19546052415980633,0.5,0,Pass,-0.2627,,103.2342,,,3.1385,562.5215,68.1333,12.4716,-5564.0,4.14,88.2958,237.0,0.9794,39.0033,,0.3057,0.6303,0.8454,25.3071,8.258,5.6794,15.9,5.6725,0.0,0.0662,0.017,1.0,995.5,29.7134
1146,2008-09-28 06:22:00,0,Pass,train,RandomForest_SMOTE,0.31696251241793444,0.5,0,Pass,-4.8382,0.0326,90.8023,0.4672,0.0088,5.2415,581.6124,72.4333,12.5167,-5296.0,78.95,114.8949,328.0,0.9728,26.1937,6.9769,0.523,0.5898,0.7651,15.0925,10.894,13.0665,15.79,6.3489,163.9045,0.1166,0.0192,1.6,1558.1001,34.054
1147,2008-09-28 07:38:00,0,Pass,train,RandomForest_SMOTE,0.23765803709129651,0.5,0,Pass,-1.02,,0.0,,,7.0262,443.5101,66.7889,12.5224,-5528.5,7.74,21.8709,705.0,0.9691,64.7727,,0.6975,0.5671,0.7644,26.7147,6.2711,24.2561,15.71,5.2587,418.6275,0.0902,0.0209,1.1,715.3008,12.5914
1148,2008-09-28 07:52:00,0,Pass,train,RandomForest_SMOTE,0.09513402336407294,0.5,0,Pass,-0.5045,,854.6638,,,5.4357,0.0,76.8778,12.6122,-5438.75,82.25,88.2893,408.0,0.9788,28.0702,,0.5356,0.5671,0.8336,26.2777,18.578,9.6897,15.88,4.6011,0.0,0.0618,0.0178,1.3,957.3994,37.8656
1149,2008-09-28 08:40:00,0,Pass,train,RandomForest_SMOTE,0.10912990688890233,0.5,0,Pass,-0.1545,0.0219,136.7876,0.4568,0.0059,4.4616,0.0,69.8,12.6122,-5770.75,80.01,13.1525,382.0,0.9812,21.3577,4.7976,0.4462,0.7964,0.8343,28.4535,10.376,14.1749,15.84,6.377000000000001,0.0,0.0618,0.017,1.4,1517.0,4.4267
1150,2008-09-28 08:41:00,0,Pass,test,RandomForest_SMOTE,0.1567531850831196,0.5,0,Pass,-1.6864,,309.7938,,,5.4789,663.5548,74.1889,12.5949,-5357.0,80.44,23.4651,426.0,0.9822,23.569000000000003,,0.5044,0.6832,0.8238,22.4575,6.625,6.5895,15.75,5.4399,249.0566,0.0505,0.016,0.9,1166.1006,14.4928
1151,2008-09-28 09:50:00,1,Fail,train,RandomForest_SMOTE,0.6165731578864464,0.5,1,Fail,-0.8218,,0.0,,,4.4965,0.0,72.4667,12.5167,-5374.0,79.86,46.4278,431.0,0.9751,69.3548,,0.452,0.5671,0.8336,25.9464,11.984000000000002,14.1422,15.88,5.1851,968.5841,0.1166,0.0229,1.0,821.5996,26.7436
1152,2008-09-28 17:05:00,0,Pass,train,RandomForest_SMOTE,0.09022769609550553,0.5,0,Pass,1.6336,,0.0,,,4.9482,269.8718,72.2667,12.5949,-5402.75,79.9,20.198,282.0,0.9799,,,0.4725,0.5395,0.8414,19.3985,7.532999999999999,11.6792,15.79,5.0737,312.7991,0.0505,0.0199,2.0,1120.0,6.5148
1153,2008-09-28 17:06:00,0,Pass,train,RandomForest_SMOTE,0.3392566864364791,0.5,0,Pass,-1.4973,0.0496,345.8167,0.4643,0.0135,5.1385,944.6623,70.1333,12.4845,-5512.5,80.46,29.0089,794.0,0.9676,41.1429,10.6923,0.5097,0.7341,0.8414,27.5028,6.256,8.381,15.79,5.5708,351.3054,0.1405,0.0174,1.9,1083.5,15.6712
1154,2008-09-28 17:49:00,0,Pass,train,RandomForest_SMOTE,0.2082839254329236,0.5,0,Pass,4.0809,,890.2778,,,2.6276,445.3765,75.8667,12.499,-6029.0,82.3,27.9903,451.0,0.9548,31.7181,,0.2477,0.5671,0.8529,30.1043,22.091,16.5533,15.79,7.7634,454.5556,0.0993,0.0181,1.2,1188.6001,8.3462
1155,2008-09-28 17:55:00,0,Pass,train,RandomForest_SMOTE,0.21182841637499664,0.5,0,Pass,2.8464,,213.8095,,,4.3668,0.0,69.1556,12.499,-5625.75,81.44,75.2724,364.0,0.9653,55.6818,,0.4362,0.5671,0.8414,13.8872,13.541,12.6028,15.79,6.0417,383.9987,0.0993,0.0251,1.5,1182.7998,24.1549
1156,2008-09-28 18:34:00,0,Pass,test,RandomForest_SMOTE,0.26218255128192336,0.5,0,Pass,3.6536,0.0302,0.0,0.4641,0.009,4.1961,581.0790000000001,67.8222,12.5651,-5647.75,79.82,68.17,398.0,0.9783,36.8664,6.5001,0.3973,0.5962,0.8037,28.8448,9.513,9.3311,15.89,6.0667,179.2735,0.0543,0.0152,1.3,1090.3994,22.4163
1157,2008-09-28 18:43:00,0,Pass,train,RandomForest_SMOTE,0.14393539106980657,0.5,0,Pass,-1.4355,0.0,620.4301,0.0,0.0,2.037,188.8158,71.5,12.4804,-5371.0,78.7,33.2616,59.0,0.9783,25.9542,0.0,0.212,0.5671,0.8343,24.5448,10.174,3.9657,15.84,6.8504,468.1444,0.0673,0.0167,2.3,2283.7002,11.5997
1158,2008-09-28 19:18:00,0,Pass,train,RandomForest_SMOTE,0.23352256457227671,0.5,0,Pass,-0.7155,0.0289,643.8413,0.4568,0.0076,1.596,137.0613,67.3778,12.5008,-5729.25,8.517999999999999,72.09100000000001,356.0,0.9708,34.7032,6.3209,0.1664,0.9114,0.8343,10.4895,12.093,4.8872,15.84,4.8758,0.0,0.0588,0.0315,1.1,972.7002,25.5274
1159,2008-09-28 19:29:00,0,Pass,train,RandomForest_SMOTE,0.10982068193780965,0.5,0,Pass,0.3209,,0.0,,,4.4473,631.9137,75.6556,12.4727,-5501.25,10.11,30.6059,342.0,0.9626,58.2716,,0.4471,0.5716,0.8336,9.4643,9.433,5.1625,15.88,5.8099,0.0,0.1091,0.0213,1.0,621.1992,16.3003
1160,2008-09-28 20:02:00,0,Pass,train,RandomForest_SMOTE,0.11924857697806826,0.5,0,Pass,-4.4109,,756.0748,,,5.6515,556.955,68.0444,12.58,-5341.25,80.67,80.5026,496.0,0.9793,34.6535,,0.5288,0.5671,0.8014,32.6596,11.075,11.7201,15.88,5.1823,184.7692,0.0544,0.0146,0.8,651.0996,24.563
1161,2008-09-28 20:42:00,0,Pass,train,RandomForest_SMOTE,0.20770453681759263,0.5,0,Pass,-5.7473,,0.0,,,5.4569,0.0,72.8778,12.498,-5294.0,79.86,58.4225,557.0,0.973,90.8475,,0.5409,0.5671,0.8336,33.8242,5.626,13.4114,15.88,5.1867,100.2214,0.08,0.0234,0.9,826.0996,19.7679
1162,2008-09-28 21:08:00,0,Pass,test,RandomForest_SMOTE,0.20741559252876993,0.5,0,Pass,-0.0945,,85.573,,,5.5477,836.6509,67.9,12.5167,-5337.75,80.2,40.4542,261.0,0.9748,24.5315,,0.5376,0.6677,0.8036,25.9379,12.206,21.17,15.71,5.5702,0.0,0.1166,0.0081,1.0,1161.5005,18.7512
1163,2008-09-28 21:27:00,0,Pass,train,RandomForest_SMOTE,0.10387239704825652,0.5,0,Pass,2.0909,0.0186,835.2941,0.4688,0.0053,4.8442,239.2283,67.9444,12.6122,-5398.25,80.01,25.4422,471.0,0.9809,19.5976,3.9654,0.4869,0.5671,0.8529,21.7559,13.336,8.1508,15.79,6.6006,419.4348,0.0618,0.0231,1.6,1196.7998,8.1012
1164,2008-09-28 22:44:00,0,Pass,train,RandomForest_SMOTE,0.14492388355733482,0.5,0,Pass,-0.1464,0.016,781.4815,0.466,0.0059,1.7393,197.9172,67.6333,12.4804,-5637.5,81.32,17.3832,337.0,0.9794,30.4118,3.4358,0.1744,0.8167,0.8121,24.3709,11.645,28.4701,15.76,5.6644,0.0,0.0673,0.0254,1.0,686.5,12.7866
1165,2008-09-28 23:54:00,0,Pass,train,RandomForest_SMOTE,0.13348359751340322,0.5,0,Pass,1.1473,,270.801,,,1.6606,586.9027,76.0222,12.5222,-5442.0,82.25,86.9774,348.0,0.9709,15.2493,,0.1684,0.8248,0.8414,35.8117,10.792,27.3613,15.79,4.684,889.065,0.0758,0.017,2.2,1304.0996,35.139
1166,2008-09-29 02:06:00,0,Pass,test,RandomForest_SMOTE,0.16115665249394842,0.5,0,Pass,-1.9382,0.0185,322.2591,0.4591,0.006,2.1791,0.0,71.1778,12.4845,-5314.5,78.7,87.0352,154.0,0.9703,37.0291,4.0263,0.2199,0.5671,0.8376,31.6682,11.903,12.6823,15.73,6.5998,487.0544,0.1405,0.0183,1.7,1430.1001,36.9585
1167,2008-09-29 03:07:00,0,Pass,train,RandomForest_SMOTE,0.10205674964144962,0.5,0,Pass,3.5436,0.0,0.0,0.0,0.0,2.6822,364.209,68.3778,12.5145,-5329.25,77.44,98.1146,97.0,0.9796,43.9407,0.0,0.2673,0.8967,0.8121,36.1226,11.058,19.2522,15.76,4.8768,275.1411,0.0487,0.0209,0.7,750.2998,26.3196
